Year,Version,Category_Name,SubCategory_Name,Project_Code,Project_Name,Funding_Source,Total,Thru FY23,Est FY24,Total6,FY 25,FY 26,FY 27,FY 28,FY 29,FY 30,Beyond
2025,Approved,Montgomery County Public Schools,Countywide,P652113,Poolesville HS - Major Capital Project,Recordation Tax,9566,9566,0,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Countywide,P652113,Poolesville HS - Major Capital Project,State Aid,49928,15261,1329,33338,11849,21489,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Countywide,P652114,Damascus HS - Major Capital Project,G.O. Bonds,137914,289,13774,62936,3666,3580,0,0,14689,41001,60915
2025,Approved,Montgomery County Public Schools,Countywide,P652114,Damascus HS - Major Capital Project,State Aid,63955,0,0,34696,0,0,0,0,17319,17377,29259
2025,Approved,Montgomery County Public Schools,Countywide,P652115,Thomas S. Wootton HS - Major Capital Project,G.O. Bonds,59260,190,7873,6967,5511,1456,0,0,0,0,44230
2025,Approved,Montgomery County Public Schools,Countywide,P652115,Thomas S. Wootton HS - Major Capital Project,State Aid,28000,0,0,0,0,0,0,0,0,0,28000
2025,Approved,Montgomery County Public Schools,Countywide,P652116,Col. Zadok Magruder HS - Major Capital Project,G.O. Bonds,46186,0,0,0,0,0,0,0,0,0,46186
2025,Approved,Montgomery County Public Schools,Countywide,P652116,Col. Zadok Magruder HS - Major Capital Project,State Aid,17000,0,0,0,0,0,0,0,0,0,17000
2025,Approved,Culture and Recreation,Recreation,P722105,Recreation Facilities Refurbishment,G.O. Bonds,3376,197,3179,0,0,0,0,0,0,0,0
2025,Approved,Culture and Recreation,Recreation,P722105,Recreation Facilities Refurbishment,Current Revenue: General,167,0,167,0,0,0,0,0,0,0,0
2025,Approved,Community Development and Housing,Housing (MCG),P762101,Affordable Housing Opportunity Fund,Recordation Tax Premium (MCG),17084,9456,7628,0,0,0,0,0,0,0,0
2025,Approved,Community Development and Housing,Housing (MCG),P762101,Affordable Housing Opportunity Fund,Current Revenue: General,2916,0,2916,0,0,0,0,0,0,0,0
2025,Approved,Community Development and Housing,Housing (MCG),P762101,Affordable Housing Opportunity Fund,Loan Repayment Proceeds,20000,0,0,20000,0,5000,15000,0,0,0,0
2025,Approved,Transportation,Mass Transit (MCG),P502106,North Bethesda Metro Station Access Improvements,G.O. Bonds,3210,1276,1934,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Mass Transit (MCG),P502106,North Bethesda Metro Station Access Improvements,State Aid,360,0,360,0,0,0,0,0,0,0,0
2025,Approved,Community Development and Housing,Community Development,P762102,Countywide Facade Easement Program,Current Revenue: General,4878,92,1279,3507,672,563,568,568,568,568,0
2025,Approved,Community Development and Housing,Community Development,P762102,Countywide Facade Easement Program,Recordation Tax Premium (MCG),300,63,237,0,0,0,0,0,0,0,0
2025,Approved,Community Development and Housing,Community Development,P762102,Countywide Facade Easement Program,State Aid,0,0,0,0,0,0,0,0,0,0,0
2025,Approved,Community Development and Housing,Community Development,P762102,Countywide Facade Easement Program,Recordation Tax,0,0,0,0,0,0,0,0,0,0,0
2025,Approved,Culture and Recreation,Recreation,P722106,Wheaton Arts and Cultural Center,Current Revenue: General,175,48,127,0,0,0,0,0,0,0,0
2025,Approved,Culture and Recreation,Recreation,P722106,Wheaton Arts and Cultural Center,Recordation Tax Premium (MCG),50,45,5,0,0,0,0,0,0,0,0
2025,Approved,Culture and Recreation,Recreation,P722106,Wheaton Arts and Cultural Center,G.O. Bonds,39100,0,800,38300,600,500,11150,9400,8325,8325,0
2025,Approved,Culture and Recreation,Recreation,P722106,Wheaton Arts and Cultural Center,State Aid,1000,0,1000,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Pedestrian Facilities/Bikeways,P502108,Bowie Mill Road Bikeway,G.O. Bonds,20528,0,0,20528,0,835,1103,7617,10973,0,0
2025,Approved,Transportation,Pedestrian Facilities/Bikeways,P502108,Bowie Mill Road Bikeway,State Aid,9800,162,1708,7930,1210,428,123,5759,410,0,0
2025,Approved,Transportation,Pedestrian Facilities/Bikeways,P502109,Dale Drive Shared Use Path and Safety Improvements,G.O. Bonds,11662,1326,1979,8357,622,3300,4435,0,0,0,0
2025,Approved,Transportation,Pedestrian Facilities/Bikeways,P502109,Dale Drive Shared Use Path and Safety Improvements,Intergovernmental,250,0,0,250,0,0,250,0,0,0,0
2025,Approved,M-NCPPC,Acquisition,P872104,Legacy Urban Space,Program Open Space,148124,0,16625,19800,2300,3500,3500,3500,3500,3500,111699
2025,Approved,M-NCPPC,Acquisition,P872104,Legacy Urban Space,State Aid,950,0,950,0,0,0,0,0,0,0,0
2025,Approved,M-NCPPC,Acquisition,P872104,Legacy Urban Space,M-NCPPC Bonds,926,0,0,696,300,285,111,0,0,0,230
2025,Approved,M-NCPPC,Development,P872105,Blair HS Field Renovations and Lights,G.O. Bonds,2900,510,2390,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Mass Transit (MCG),P502110,Master Leases: Transit Radio System Replacement,Short-Term Lease Financing,2767,2072,695,0,0,0,0,0,0,0,0
2025,Approved,Public Safety,Police,P472104,Police Body Armor,Short-Term Lease Financing,1050,1050,0,0,0,0,0,0,0,0,0
2025,Approved,General Government,County Offices and Other Improvements,P362105,Exelon-Pepco Merger Fund,Utility Merger Funds,7342,4806,2536,0,0,0,0,0,0,0,0
2025,Approved,General Government,County Offices and Other Improvements,P362106,AltaGas-WGL Merger Fund,Utility Merger Funds,7000,320,6680,0,0,0,0,0,0,0,0
2025,Approved,Recycling and Resource Management,Recycling and Resource Management,P802101,Transfer Station Fire Detection and Suppression System,Current Revenue: Solid Waste Disposal,5823,5818,5,0,0,0,0,0,0,0,0
2025,Approved,M-NCPPC,Acquisition,P872201,Mid-County Park Benefit Payments,Contributions,3500,0,3500,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Mass Transit (MCG),P502201,Bus Rapid Transit: US 29-Phase 2,Impact Tax,4750,289,4461,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Mass Transit (MCG),P502201,Bus Rapid Transit: US 29-Phase 2,State Aid,5000,0,1509,3491,3491,0,0,0,0,0,0
2025,Approved,Transportation,Mass Transit (MCG),P502202,Great Seneca Science Corridor Transit Improvements,Impact Tax,1500,500,1000,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Mass Transit (MCG),P502202,Great Seneca Science Corridor Transit Improvements,Current Revenue: Mass Transit,10600,503,10097,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Mass Transit (MCG),P502202,Great Seneca Science Corridor Transit Improvements,State Aid,13845,0,13845,0,0,0,0,0,0,0,0
2025,Approved,Recycling and Resource Management,Recycling and Resource Management,P802201,Full Upgrade of Existing Recycling Center Complex,Current Revenue: Solid Waste Disposal,810,160,650,0,0,0,0,0,0,0,0
2025,Approved,Recycling and Resource Management,Recycling and Resource Management,P802201,Full Upgrade of Existing Recycling Center Complex,Revenue Bonds,26820,0,6612,20208,8518,6730,4960,0,0,0,0
2025,Approved,WSSC,Water Montgomery County,P382201,Pleasant's Property Water Main Extension,Contributions (WSSC Only),2318,44,2046,228,228,0,0,0,0,0,0
2025,Approved,WSSC,Water Montgomery County,P382202,Viva White Oak Water Main,Contributions (WSSC Only),2058,0,0,2058,822,515,309,206,104,102,0
2025,Approved,WSSC,Sewerage Montgomery County,P382203,Viva White Oak Sewer Main,Contributions (WSSC Only),1738,0,0,1738,696,434,261,174,87,86,0
2025,Approved,WSSC,Sewerage Bi-County,P382204,Anacostia #2 WWPS Upgrades,WSSC Bonds,70308,2296,4431,63581,29907,27017,6657,0,0,0,0
2025,Approved,WSSC,Sewerage Bi-County,P382204,Anacostia #2 WWPS Upgrades,System Development Charge,9427,690,2499,6238,3358,2880,0,0,0,0,0
2025,Approved,WSSC,Sewerage Bi-County,P382204,Anacostia #2 WWPS Upgrades,Municipal (WSSC Only),5972,225,525,5222,2513,2205,504,0,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P652201,JoAnn Leleck at Broad Acres ES Replacement,G.O. Bonds,58683,344,16539,41800,13892,14545,13363,0,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P652201,JoAnn Leleck at Broad Acres ES Replacement,State Aid,7999,0,0,7999,2552,2810,2637,0,0,0,0
2025,Approved,Health and Human Services,Health and Human Services,P602103,Emergency Homeless Shelter,G.O. Bonds,11599,5465,6134,0,0,0,0,0,0,0,0
2025,Approved,Health and Human Services,Health and Human Services,P602103,Emergency Homeless Shelter,Community Development Block Grant,5503,5503,0,0,0,0,0,0,0,0,0
2025,Approved,Public Safety,Fire/Rescue Service,P452201,Heart Monitor/Defibrillator Replacement,Short-Term Financing,1260,707,553,0,0,0,0,0,0,0,0
2025,Approved,Public Safety,Fire/Rescue Service,P452201,Heart Monitor/Defibrillator Replacement,Current Revenue: Fire,534,0,534,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Mass Transit (MCG),P502203,Burtonsville Park and Ride Improvements,State Aid,6000,4,75,5921,500,4780,641,0,0,0,0
2025,Approved,Transportation,Mass Transit (MCG),P502204,Bus Priority Program - Minor Projects,Current Revenue: Mass Transit,5250,702,1548,3000,500,500,500,500,500,500,0
2025,Approved,M-NCPPC,Development,P872202,Power Line Trail,State Aid,11700,162,9388,2150,2150,0,0,0,0,0,0
2025,Approved,Transportation,Pedestrian Facilities/Bikeways,P502302,Tuckerman Lane Sidewalk,G.O. Bonds,32116,0,0,537,0,0,269,268,0,0,31579
2025,Approved,Transportation,Roads,P502303,Transportation Feasibility Studies,Current Revenue: General,2000,98,402,1500,250,250,250,250,250,250,0
2025,Approved,Housing Opportunities Commission,Housing (HOC),P092301,WSSC Sewer and Storm Line Improvements at Elizabeth Square,Current Revenue: General,995,0,995,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Pedestrian Facilities/Bikeways,P502304,US 29 Pedestrian and Bicycle Improvements,G.O. Bonds,5406,0,0,5406,540,556,1030,1061,1093,1126,0
2025,Approved,Transportation,Pedestrian Facilities/Bikeways,P502304,US 29 Pedestrian and Bicycle Improvements,State Aid,2500,2,2498,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Pedestrian Facilities/Bikeways,P502306,Sandy Spring Bikeway,G.O. Bonds,300,0,200,100,100,0,0,0,0,0,0
2025,Approved,General Government,County Offices and Other Improvements,P362302,Lincoln HS,G.O. Bonds,443,0,443,0,0,0,0,0,0,0,0
2025,Approved,General Government,County Offices and Other Improvements,P362302,Lincoln HS,PAYGO,1057,1057,0,0,0,0,0,0,0,0,0
2025,Approved,General Government,County Offices and Other Improvements,P362302,Lincoln HS,Current Revenue: General,3500,0,0,3500,3500,0,0,0,0,0,0
2025,Approved,Health and Human Services,Health and Human Services,P602301,Diversion Center,G.O. Bonds,4237,0,0,4237,0,0,3732,505,0,0,0
2025,Approved,Health and Human Services,Health and Human Services,P602301,Diversion Center,State Aid,18200,3,817,17380,929,11172,5279,0,0,0,0
2025,Approved,Culture and Recreation,Recreation,P722301,Holiday Park Net Zero Initiative,G.O. Bonds,4125,89,0,4036,278,1911,1776,71,0,0,0
2025,Approved,Culture and Recreation,Recreation,P722301,Holiday Park Net Zero Initiative,State Aid,1500,0,0,1500,0,1500,0,0,0,0,0
2025,Approved,Public Safety,Correction and Rehabilitation,P422301,Montgomery County Correctional Facility and Community Corrections Wi-Fi project,Current Revenue: General,936,167,554,215,215,0,0,0,0,0,0
2025,Approved,M-NCPPC,Acquisition,P872301,Park Acquisitions,M-NCPPC Bonds,1150,0,300,850,150,150,150,150,125,125,0
2025,Approved,M-NCPPC,Acquisition,P872301,Park Acquisitions,Current Revenue: General,2000,0,500,1500,250,250,250,250,250,250,0
2025,Approved,M-NCPPC,Acquisition,P872301,Park Acquisitions,Program Open Space,11233,0,5733,5500,500,1000,1000,1000,1000,1000,0
2025,Approved,WSSC,Sewerage Montgomery County,P382301,Arcola WWPS & FM,WSSC Bonds,6789,188,460,6141,2300,3565,276,0,0,0,0
2025,Approved,WSSC,Sewerage Montgomery County,P382302,Reddy Branch WWPS & FM,WSSC Bonds,27488,112,306,27070,306,122,771,771,12550,12550,0
2025,Approved,WSSC,Sewerage Montgomery County,P382303,Sam Rice Manor WWPS & FM,WSSC Bonds,1313,41,54,1218,22,41,109,327,501,218,0
2025,Approved,WSSC,Sewerage Montgomery County,P382303,Sam Rice Manor WWPS & FM,System Development Charge,6408,201,266,5941,106,201,532,1595,2444,1063,0
2025,Approved,WSSC,Sewerage Montgomery County,P382304,Ashford Woods WWPS & FM,Contributions (WSSC Only),3807,159,1513,2135,1257,723,155,0,0,0,0
2025,Approved,WSSC,Sewerage Montgomery County,P382305,Erickson Bethesda Sewer Main,Contributions (WSSC Only),3131,176,505,2450,1032,1127,291,0,0,0,0
2025,Approved,WSSC,Water Bi-County,P382306,I-495/I-270 Traffic Relief Plan Pipeline Relocations,Contributions (WSSC Only),203238,585,71,202582,20605,60778,60642,40386,20171,0,0
2025,Approved,General Government,Technology Services,P342301,County Radio Life Cycle Replacement,Short-Term Financing,55009,9830,14165,30725,14181,3520,3984,3570,87,5383,289
2025,Approved,General Government,Technology Services,P342301,County Radio Life Cycle Replacement,Current Revenue: General,148,0,0,148,148,0,0,0,0,0,0
2025,Approved,Public Safety,Correction and Rehabilitation,P422302,Montgomery County Correctional Facility Refresh,Current Revenue: General,2000,0,400,1600,0,800,800,0,0,0,0
2025,Approved,Public Safety,Correction and Rehabilitation,P422302,Montgomery County Correctional Facility Refresh,G.O. Bonds,2000,0,1500,500,500,0,0,0,0,0,0
2025,Approved,Transportation,Mass Transit (MCG),P502308,Facility Planning: Mass Transit,Current Revenue: Mass Transit,2135,4,951,1180,65,65,70,330,575,75,0
2025,Approved,Revenue Authority,Miscellaneous Projects (Revenue Authority),P392301,Falls Road Golf Course Improvements,Revenue Authority,460,0,50,410,0,160,250,0,0,0,0
2025,Approved,Revenue Authority,Miscellaneous Projects (Revenue Authority),P392302,Poolesville Golf Course,Revenue Authority,1950,1900,0,50,0,50,0,0,0,0,0
2025,Approved,Revenue Authority,Miscellaneous Projects (Revenue Authority),P392303,Montgomery County Revenue Authority Office Relocation,Revenue Authority,600,600,0,0,0,0,0,0,0,0,0
2025,Approved,Revenue Authority,Miscellaneous Projects (Revenue Authority),P392304,Rattlewood Golf Course,Revenue Authority,100,0,0,100,100,0,0,0,0,0,0
2025,Approved,Revenue Authority,Miscellaneous Projects (Revenue Authority),P392305,Northwest Golf Course,Revenue Authority,150,0,150,0,0,0,0,0,0,0,0
2025,Approved,Revenue Authority,Miscellaneous Projects (Revenue Authority),P392306,Needwood Golf Course,Revenue Authority,2230,0,0,2230,70,92,93,1975,0,0,0
2025,Approved,Revenue Authority,Miscellaneous Projects (Revenue Authority),P392307,Little Bennett Golf Course,Revenue Authority,75,75,0,0,0,0,0,0,0,0,0
2025,Approved,Revenue Authority,Miscellaneous Projects (Revenue Authority),P392308,Montgomery County Airpark - Rehabilitate Runway Lighting,Federal Aid,1187,0,153,1034,1034,0,0,0,0,0,0
2025,Approved,Revenue Authority,Miscellaneous Projects (Revenue Authority),P392308,Montgomery County Airpark - Rehabilitate Runway Lighting,Revenue Authority,85,0,17,68,68,0,0,0,0,0,0
2025,Approved,Revenue Authority,Miscellaneous Projects (Revenue Authority),P392308,Montgomery County Airpark - Rehabilitate Runway Lighting,State Aid,48,0,0,48,48,0,0,0,0,0,0
2025,Approved,Revenue Authority,Miscellaneous Projects (Revenue Authority),P392309,Montgomery County Airpark - Road Relocation,Federal Aid,405,0,0,405,0,405,0,0,0,0,0
2025,Approved,Revenue Authority,Miscellaneous Projects (Revenue Authority),P392309,Montgomery County Airpark - Road Relocation,Revenue Authority,45,0,0,45,0,45,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P652301,Burtonsville ES (Replacement),G.O. Bonds,27876,0,5732,22144,6505,8716,6923,0,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P652301,Burtonsville ES (Replacement),State Aid,29900,0,0,29900,8950,10337,10613,0,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P652302,Greencastle ES Addition,G.O. Bonds,10540,319,6341,3880,2400,1480,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Individual Schools,P652302,Greencastle ES Addition,State Aid,7955,0,0,7955,4045,3910,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Countywide,P652303,Early Childhood Center,G.O. Bonds,57500,0,10000,47500,6000,12000,15000,9500,5000,0,0
2025,Approved,Montgomery County Public Schools,Countywide,P652304,Emergency Replacement of Major Building Components,G.O. Bonds,12000,138,2862,9000,1500,1500,1500,1500,1500,1500,0
2025,Approved,Montgomery County Public Schools,Countywide,P652306,Sustainability Initiatives,G.O. Bonds,50000,223,9777,40000,10000,10000,5000,5000,5000,5000,0
2025,Approved,Montgomery County Public Schools,Countywide,P652306,Sustainability Initiatives,State Aid,151,0,151,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Countywide,P652307,Piney Branch ES  - Major Capital Project,G.O. Bonds,2884,0,2674,210,210,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Countywide,P652308,Eastern Middle School - Major Capital Project,G.O. Bonds,54934,0,3375,33865,560,0,0,0,4711,28594,17694
2025,Approved,Montgomery County Public Schools,Countywide,P652308,Eastern Middle School - Major Capital Project,State Aid,32263,0,0,21212,0,0,0,0,5548,15664,11051
2025,Approved,General Government,Technology Services,P342302,Dickerson Radio Tower,G.O. Bonds,1900,0,0,1900,0,1900,0,0,0,0,0
2025,Approved,General Government,Technology Services,P342302,Dickerson Radio Tower,Current Revenue: General,100,0,0,100,0,100,0,0,0,0,0
2025,Approved,General Government,Other General Government,P362201,260 East Jefferson Street Acquisition,G.O. Bonds,3600,3440,160,0,0,0,0,0,0,0,0
2025,Approved,Montgomery College,Higher Education,P662301,East County Campus,Current Revenue: General,1000,0,500,500,500,0,0,0,0,0,0
2025,Approved,Montgomery College,Higher Education,P662301,East County Campus,Contributions,5000,0,0,5000,0,5000,0,0,0,0,0
2025,Approved,Montgomery College,Higher Education,P662301,East County Campus,State Aid,32000,0,2000,30000,0,5000,0,12500,12500,0,0
2025,Approved,Montgomery College,Higher Education,P662301,East County Campus,G.O. Bonds,25000,0,0,25000,0,0,0,12500,12500,0,0
2025,Approved,Transportation,Mass Transit (MCG),P502309,Bus Rapid Transit: MD 355 South/North,Op Lanes Maryland Transit Funding,2000,0,0,2000,0,0,1000,1000,0,0,0
2025,Approved,Transportation,Mass Transit (MCG),P502309,Bus Rapid Transit: MD 355 South/North,State Aid,10496,0,0,10496,5117,5379,0,0,0,0,0
2025,Approved,Health and Human Services,Health and Human Services,P602201,Affordable Living Quarters,Federal Aid,100,5,95,0,0,0,0,0,0,0,0
2025,Approved,General Government,County Offices and Other Improvements,P362307,Capital Asset Management System,Current Revenue: General,1000,0,1000,0,0,0,0,0,0,0,0
2025,Approved,Conservation of Natural Resources,Stormwater Management,P802202,Comprehensive Flood Management Plan,Current Revenue: General,1300,465,835,0,0,0,0,0,0,0,0
2025,Approved,Conservation of Natural Resources,Stormwater Management,P802202,Comprehensive Flood Management Plan,Current Revenue: Water Quality Protection,3914,0,1181,2733,2733,0,0,0,0,0,0
2025,Approved,Conservation of Natural Resources,Stormwater Management,P802202,Comprehensive Flood Management Plan,Intergovernmental,125,0,125,0,0,0,0,0,0,0,0
2025,Approved,Community Development and Housing,Housing (MCG),P762201,Preservation of Naturally Occurring Affordable Housing Fund,Current Revenue: General,40000,40000,0,0,0,0,0,0,0,0,0
2025,Approved,Community Development and Housing,Housing (MCG),P762201,Preservation of Naturally Occurring Affordable Housing Fund,Loan Repayment Proceeds,30200,30200,0,0,0,0,0,0,0,0,0
2025,Approved,Health and Human Services,Health and Human Services,P602302,Nebel Street Shelter - Phase 2,G.O. Bonds,500,0,500,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Roads,P502310,North High Street Extended,G.O. Bonds,2419,42,795,1582,104,1478,0,0,0,0,0
2025,Approved,Transportation,Roads,P502311,Summit Avenue Extension,G.O. Bonds,31445,0,0,31445,0,0,987,14519,8834,7105,0
2025,Approved,Transportation,Pedestrian Facilities/Bikeways,P502312,Facility Planning - Pedestrian Facilities and Bikeways,Current Revenue: General,7478,271,1814,5393,1049,677,614,1015,1096,942,0
2025,Approved,General Government,Other General Government,P362308,Montgomery County Lynching Memorial,Current Revenue: General,50,0,50,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Pedestrian Facilities/Bikeways,P502313,Norwood Road Shared Use Path,State Aid,4000,118,754,3128,1712,1416,0,0,0,0,0
2025,Approved,Transportation,Pedestrian Facilities/Bikeways,P502313,Norwood Road Shared Use Path,G.O. Bonds,45,0,0,45,25,20,0,0,0,0,0
2025,Approved,General Government,Other General Government,P362309,State Aid for MCPS Playgrounds,State Aid,4050,0,2700,1350,1350,0,0,0,0,0,0
2025,Approved,Transportation,Pedestrian Facilities/Bikeways,P502314,Cherry Hill Road Bike Facility,State Aid,4000,7,393,3600,3600,0,0,0,0,0,0
2025,Approved,Transportation,Pedestrian Facilities/Bikeways,P502314,Cherry Hill Road Bike Facility,G.O. Bonds,50,0,0,50,50,0,0,0,0,0,0
2025,Approved,General Government,Economic Development,P502315,North Bethesda Metro Station Area Redevelopment Infrastructure,State Aid,16000,50,10086,5864,5864,0,0,0,0,0,0
2025,Approved,Public Safety,Fire/Rescue Service,P452202,MCFRS Gude Drive Community Services Building,Current Revenue: Fire,500,454,46,0,0,0,0,0,0,0,0
2025,Approved,Culture and Recreation,Libraries,P712301,Chevy Chase Library and Redevelopment,G.O. Bonds,5829,0,0,5829,0,0,160,514,5155,0,0
2025,Approved,Public Safety,Other Public Safety,P362202,Appellate Court Judges Chambers,G.O. Bonds,252,168,84,0,0,0,0,0,0,0,0
2025,Approved,Public Safety,Other Public Safety,P362202,Appellate Court Judges Chambers,State Aid,534,35,499,0,0,0,0,0,0,0,0
2025,Approved,Public Safety,Other Public Safety,P362202,Appellate Court Judges Chambers,Current Revenue: General,123,0,123,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Mass Transit (MCG),P502402,New Transit Maintenance Depot,Current Revenue: Mass Transit,5500,0,2000,3500,1000,2500,0,0,0,0,0
2025,Approved,Public Safety,Correction and Rehabilitation,P422303,Montgomery County Correctional Facility Sewer,G.O. Bonds,500,0,500,0,0,0,0,0,0,0,0
2025,Approved,General Government,County Offices and Other Improvements,P362310,Lactation Rooms in County Buildings,Current Revenue: General,150,0,150,0,0,0,0,0,0,0,0
2025,Approved,General Government,County Offices and Other Improvements,P362310,Lactation Rooms in County Buildings,G.O. Bonds,1911,0,1911,0,0,0,0,0,0,0,0
2025,Approved,General Government,County Offices and Other Improvements,P362310,Lactation Rooms in County Buildings,PAYGO,84,84,0,0,0,0,0,0,0,0,0
2025,Approved,WSSC,Sewerage Montgomery County,P382401,Johns Hopkins Medical Research Park Sewer Main,Contributions (WSSC Only),6804,88,2607,4109,852,1378,1879,0,0,0,0
2025,Approved,WSSC,Sewerage Montgomery County,P382402,Rose Village Sewer Main,Contributions (WSSC Only),1958,73,63,1822,943,565,181,133,0,0,0
2025,Approved,M-NCPPC,Development,P872302,Bethesda Lots 10 - 24 Parks,Contributions: Bethesda Park Impact Payments,2500,0,200,2300,100,100,700,1400,0,0,0
2025,Approved,M-NCPPC,Development,P872302,Bethesda Lots 10 - 24 Parks,State Aid,2500,0,1101,1399,0,549,850,0,0,0,0
2025,Approved,M-NCPPC,Development,P872302,Bethesda Lots 10 - 24 Parks,Intergovernmental,4432,0,481,3951,250,1651,2050,0,0,0,0
2025,Approved,General Government,Technology Services,P342303,Business Continuity Phase II,Current Revenue: General,5299,2986,2313,0,0,0,0,0,0,0,0
2025,Approved,General Government,Technology Services,P342303,Business Continuity Phase II,Short-Term Financing,2170,2170,0,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Parking,P502316,Farm Women's Market Parking Garage,G.O. Bonds,9225,0,0,9225,1766,7459,0,0,0,0,0
2025,Approved,Transportation,Parking,P502316,Farm Women's Market Parking Garage,Intergovernmental,0,0,0,0,0,0,0,0,0,0,0
2025,Approved,Housing Opportunities Commission,Housing (HOC),P092302,Elizabeth House Demolition,Current Revenue: General,1500,0,1500,0,0,0,0,0,0,0,0
2025,Approved,Montgomery County Public Schools,Countywide,P652401,Materials Management Building Relocation,Current Revenue: General,2500,0,2500,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Mass Transit (MCG),P502404,Ride On Fare Equipment Replacement,Current Revenue: Mass Transit,9340,0,1015,8325,1800,3485,3040,0,0,0,0
2025,Approved,General Government,Technology Services,P342402,IJIS - Correction and Rehabilitation Information Management System (CRIMS) Upgrade,Current Revenue: General,365,0,265,100,100,0,0,0,0,0,0
2025,Approved,Transportation,Pedestrian Facilities/Bikeways,P502405,Twinbrook Connector Trail,G.O. Bonds,1500,0,200,1300,650,650,0,0,0,0,0
2025,Approved,General Government,Economic Development,P362311,Burtonsville Crossing Shopping Center,State Aid,9000,0,7000,2000,2000,0,0,0,0,0,0
2025,Approved,Transportation,Pedestrian Facilities/Bikeways,P502406,MD 198 Sidewalk Improvements,State Aid,1000,0,100,900,900,0,0,0,0,0,0
2025,Approved,Transportation,Pedestrian Facilities/Bikeways,P502406,MD 198 Sidewalk Improvements,G.O. Bonds,25,0,10,15,15,0,0,0,0,0,0
2025,Approved,Public Safety,Police,P472401,Olney Satellite Police Station,State Aid,100,0,100,0,0,0,0,0,0,0,0
2025,Approved,Transportation,Traffic Improvements,P502407,US 29 Streetlighting,State Aid,2843,0,100,2743,1310,1433,0,0,0,0,0
2025,Approved,Transportation,Traffic Improvements,P502407,US 29 Streetlighting,G.O. Bonds,240,0,0,240,120,120,0,0,0,0,0
2025,Approved,Community Development and Housing,Community Development,P762501,White Oak Commercial Area Improvements and Revitalization,State Aid,500,0,0,500,500,0,0,0,0,0,0
2025,Approved,Community Development and Housing,Community Development,P762501,White Oak Commercial Area Improvements and Revitalization,Current Revenue: General,3234,0,0,3234,75,975,1159,1025,0,0,0
2025,Approved,Community Development and Housing,Community Development,P762501,White Oak Commercial Area Improvements and Revitalization,Current Revenue: Montgomery Housing Initiative,0,0,0,0,0,0,0,0,0,0,0
2025,Approved,General Government,Economic Development,P362501,Wheaton M-NCPPC Headquarters Retail,Current Revenue: General,4000,0,0,4000,4000,0,0,0,0,0,0
2025,Approved,Community Development and Housing,Housing (MCG),P762504,Revitalization for Troubled and Distressed Common Ownership Communities,Current Revenue: General,10000,0,0,10000,1230,1850,2100,2050,1570,1200,0
2025,Approved,Transportation,Bridges,P502503,Brookville Road Bridge M-0083,G.O. Bonds,1636,0,0,1636,190,578,534,334,0,0,0
2025,Approved,Transportation,Bridges,P502503,Brookville Road Bridge M-0083,Federal Aid,3554,0,0,3554,0,577,1871,1106,0,0,0
2025,Approved,Transportation,Bridges,P502504,Schaeffer Road Bridge M-0137,G.O. Bonds,943,0,0,943,20,628,295,0,0,0,0
2025,Approved,Transportation,Bridges,P502504,Schaeffer Road Bridge M-0137,Federal Aid,1497,0,0,1497,0,740,757,0,0,0,0
2025,Approved,Transportation,Bridges,P502505,Auth Lane Pedestrian Bridge,G.O. Bonds,250,0,0,250,250,0,0,0,0,0,0
2025,Approved,Transportation,Bridges,P502507,Redland Road Bridge No. M-0056,G.O. Bonds,3850,0,0,3850,1063,2787,0,0,0,0,0
2025,Approved,Transportation,Bridges,P502507,Redland Road Bridge No. M-0056,Intergovernmental,150,0,0,150,150,0,0,0,0,0,0
2025,Approved,General Government,Technology Services,P342501,County Building Network Wiring,Current Revenue: General,1201,0,0,1201,0,0,0,154,400,647,0
